,Rada,Deputy URL,Name,Party,Cirty or Region,Сonstituency,Сonstituency Number,List Number,Start Work,End Work,Rada Group,Bio Short,Born,Citizenship,Nationality,Activity,Alma mater,Освіта,Bio Party,Person Married,Child,Awards,Place living,Web Page,Religions,Died
1140,3,https://uk.wikipedia.org/wiki/%D0%9F%D0%BB%D1%83%D0%B6%D0%BD%D1%96%D0%BA%D0%BE%D0%B2_%D0%86%D0%B3%D0%BE%D1%80_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Плужніков Ігор Олександрович,СДПУ(о),,Багатомандатний округ,,6.0,1998-05-12,2002-05-14,,"І́гор Олекса́ндрович Плу́жников (нар. 9 вересня 1958(19580909), Олександрія — пом. 22 червня 2005, Німеччина) — український підприємець та політик. З квітня 2002 по березень 2005 року — народний депутат України 4-го скликання, обраний за списками Соціал-демократичної партії України (об'єднаної).
",9 вересня 1958(1958-09-09)Олександрія,Україна,,політик,Донецький національний університет імені Василя Стуса,,СДПУ(О),Світлана Миколаївна Плужникова,Олена Ігорівна Плужникова,,,,,22 червня 2005(2005-06-22) (46 років)Німеччина·гострий інфекційний гепатит
1141,3,https://uk.wikipedia.org/wiki/%D0%97%D1%96%D0%BD%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Зінченко Олександр Олексійович,СДПУ(о),,Багатомандатний округ,,7.0,1998-05-12,2002-05-14,,"І́гор Олекса́ндрович Плу́жников (нар. 9 вересня 1958(19580909), Олександрія — пом. 22 червня 2005, Німеччина) — український підприємець та політик. З квітня 2002 по березень 2005 року — народний депутат України 4-го скликання, обраний за списками Соціал-демократичної партії України (об'єднаної).
","16 квітня 1957(1957-04-16)Славута, Хмельницька область, Українська РСР, СРСР",Україна,,,,,,,,,,,,"9 червня 2010(2010-06-09) (53 роки)Київ, Україна"
1142,3,https://uk.wikipedia.org/wiki/%D0%9A%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D1%8C_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Кремень Василь Григорович,СДПУ(о),,Багатомандатний округ,,8.0,1998-05-12,2000-02-22,,"І́гор Олекса́ндрович Плу́жников (нар. 9 вересня 1958(19580909), Олександрія — пом. 22 червня 2005, Німеччина) — український підприємець та політик. З квітня 2002 по березень 2005 року — народний депутат України 4-го скликання, обраний за списками Соціал-демократичної партії України (об'єднаної).
","25 червня 1947(1947-06-25) (71 рік)с. Любитове, Сумська область",Україна,українець,,,,,,,,,,,
1143,3,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D0%B1%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Губський Богдан Володимирович,СДПУ(о),,Багатомандатний округ,,9.0,1998-05-12,2002-05-14,,"Богда́н Володи́мирович Гу́бський (нар. 30 березня 1963, м. Київ) — український політик.
",30 березня 1963(1963-03-30) (55 років)м. Київ,Україна,українець,"економіст, політик",Факультет кібернетики Київського національного університету імені Тараса Шевченка,,Всеукраїнське об'єднання «Батьківщина»,,,,,,,
1144,3,https://uk.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BB%D1%8C%D0%BD%D1%96%D1%87%D1%83%D0%BA_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Мельнічук Сергій Іванович,СДПУ(о),,Багатомандатний округ,,10.0,1998-05-12,2002-05-14,,"Богда́н Володи́мирович Гу́бський (нар. 30 березня 1963, м. Київ) — український політик.
","30 вересня 1967(1967-09-30)Київ, УРСР",,,,,,,,,,,,,"16 листопада 2013(2013-11-16) (46 років)Київ, Україна"
1145,3,https://uk.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D1%81%D1%8E%D0%BA_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,Андресюк Борис Павлович,СДПУ(о),,Багатомандатний округ,,12.0,1998-05-12,2002-05-14,,"Богда́н Володи́мирович Гу́бський (нар. 30 березня 1963, м. Київ) — український політик.
","19 лютого 1956(1956-02-19) (62 роки)Петропавлівка, Саратський район, Одеська область",,,політик,Київський автомобільно-дорожній інститут,,Соціал-демократична партія України (об'єднана),,,,,,,
1146,3,https://uk.wikipedia.org/wiki/%D0%92%D0%BE%D0%BB%D0%BA%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%BE%D0%B2%D0%B8%D1%87,Волковський Анатолій Пилипович,СДПУ(о),,Багатомандатний округ,,13.0,1998-05-12,2002-05-14,,"Богда́н Володи́мирович Гу́бський (нар. 30 березня 1963, м. Київ) — український політик.
","11 жовтня 1938(1938-10-11)Новомосковськ, Дніпропетр. обл., Українська РСР, СРСР",Україна,,політик,Дніпровський національний університет імені Олеся Гончара,,Соціал-демократична партія України (об'єднана),,,,,,,"9 липня 2018(2018-07-09) (79 років)Київ, Україна"
1147,3,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D1%86%D1%83%D0%BD_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Левцун Володимир Іванович,СДПУ(о),,Багатомандатний округ,,14.0,1998-05-12,2002-05-14,,"Володимир Іванович Левцун (нар. 14 червня 1952, місто Орськ, Оренбурзька область, Росія) — український політик. Колишній народний депутат України. Член партії ВО «Батьківщина».
","14 червня 1952(1952-06-14) (66 років)місто Орськ, Оренбурзька область, Росія",Україна,українець,політик,Національний аерокосмічний університет ім. М. Є. Жуковського «Харківський авіаційний інститут»,,,,,,,,,
1148,3,https://uk.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B5%D1%81%D1%83%D0%BD%D1%8C%D0%BA%D0%BE_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Пересунько Сергій Іванович,СДПУ(о),,Багатомандатний округ,,15.0,1998-05-12,2002-05-14,,"Володимир Іванович Левцун (нар. 14 червня 1952, місто Орськ, Оренбурзька область, Росія) — український політик. Колишній народний депутат України. Член партії ВО «Батьківщина».
","2 лютого 1952(1952-02-02) (66 років)с. Бірки, Олександрівський р-н, Кіровоградська обл.",українець,,,,,,,"Віталій (1975), Святослав (1981)",,,,,
1149,3,https://uk.wikipedia.org/wiki/%D0%9F%D0%B5%D1%81%D0%BE%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Песоцький Микола Федорович,СДПУ(о),,Багатомандатний округ,,16.0,1998-05-12,2002-05-14,,"Володимир Іванович Левцун (нар. 14 червня 1952, місто Орськ, Оренбурзька область, Росія) — український політик. Колишній народний депутат України. Член партії ВО «Батьківщина».
","7 травня 1956(1956-05-07) (62 роки)Перевальський район, Ворошиловградська область, Українська РСР, СРСР",Україна,,політик,Луганський національний університет імені Тараса Шевченка,,Соціал-демократична партія України (об'єднана),,,,,,,
1150,3,https://uk.wikipedia.org/wiki/%D0%97%D0%B0%D1%94%D1%86%D1%8C_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Заєць Володимир Володимирович,СДПУ(о),,Багатомандатний округ,,17.0,1998-05-12,2002-05-14,,"Володимир Іванович Левцун (нар. 14 червня 1952, місто Орськ, Оренбурзька область, Росія) — український політик. Колишній народний депутат України. Член партії ВО «Батьківщина».
","14 червня 1960(1960-06-14) (58 років)Глибочок, Житомирський район, Житомирська область, Українська РСР, СРСР",,,політик,,,,,,,,,,
1151,3,https://uk.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D1%96%D1%87%D0%B5%D0%B2_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Андреічев Олег Анатолійович,СДПУ(о),,Багатомандатний округ,,19.0,2000-02-29,2002-05-14,,"Володимир Іванович Левцун (нар. 14 червня 1952, місто Орськ, Оренбурзька область, Росія) — український політик. Колишній народний депутат України. Член партії ВО «Батьківщина».
",,,,,,,,,,,,,,
1152,3,https://uk.wikipedia.org/wiki/%D0%A4%D0%B5%D1%81%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9A%D0%BE%D1%81%D1%82%D1%8F%D0%BD%D1%82%D0%B8%D0%BD_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Фесенко Костянтин Григорович,СДПУ(о),,Багатомандатний округ,,21.0,2000-03-14,2002-05-14,,"Володимир Іванович Левцун (нар. 14 червня 1952, місто Орськ, Оренбурзька область, Росія) — український політик. Колишній народний депутат України. Член партії ВО «Батьківщина».
",,,,,,,,,,,,,,
1153,3,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D1%88%D0%B0%D0%BD_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Лешан Евген Анатолійович,Комуністична партія України,,Автономна Республіка Крим,1.0,,1998-05-12,2002-05-14,,"Володимир Іванович Левцун (нар. 14 червня 1952, місто Орськ, Оренбурзька область, Росія) — український політик. Колишній народний депутат України. Член партії ВО «Батьківщина».
",,,,,,,,,,,,,,
1154,3,https://uk.wikipedia.org/wiki/%D0%9C%D0%B8%D1%80%D0%B8%D0%BC%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9B%D0%B5%D0%B2_%D0%AE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Миримський Лев Юлійович,Партія «Союз»,,Автономна Республіка Крим,2.0,,1998-05-12,2002-05-14,,"Володимир Іванович Левцун (нар. 14 червня 1952, місто Орськ, Оренбурзька область, Росія) — український політик. Колишній народний депутат України. Член партії ВО «Батьківщина».
","2 квітня 1960(1960-04-02)Сімферополь, Кримська область, Українська РСР, СРСР",Україна,,Народний депутат України,,,Союз,,,,,mir.im,,"27 квітня 2017(2017-04-27) (57 років)Київ, Україна"
1155,3,https://uk.wikipedia.org/wiki/%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Іванов Сергій Анатолійович,Самовисування,,Автономна Республіка Крим,3.0,,1998-05-12,2002-05-14,,"Володимир Іванович Левцун (нар. 14 червня 1952, місто Орськ, Оренбурзька область, Росія) — український політик. Колишній народний депутат України. Член партії ВО «Батьківщина».
",,,,,,ТНУ,,,,,,,,
1156,3,https://uk.wikipedia.org/wiki/%D0%A0%D0%B0%D1%85%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%92%D0%B0%D1%80%D1%84%D0%BE%D0%BB%D0%BE%D0%BC%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Раханський Анатолій Варфоломійович,Самовисування,,Автономна Республіка Крим,4.0,,1998-05-12,2002-05-14,,"Анато́лій Варфоломі́йович Раха́нський (нар. 30 червня 1939, місто Христинівка, Київська область) — український політичний діяч. Колишній народний депутат України.
","30 червня 1939(1939-06-30) (79 років)смт Христинівка, Київська область, Українська РСР,  СРСР",Україна,українець,політик,Одеська національна академія харчових технологій,,Безпартійний,,,,,,,
1157,3,https://uk.wikipedia.org/wiki/%D0%9C%D0%B8%D1%80%D0%BE%D0%BD%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Мироненко Віктор Андрійович,Комуністична партія України,,Автономна Республіка Крим,5.0,,1998-05-12,2002-05-14,,"Анато́лій Варфоломі́йович Раха́нський (нар. 30 червня 1939, місто Христинівка, Київська область) — український політичний діяч. Колишній народний депутат України.
",,,,,,,,,,,,,,
1158,3,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B1%D0%B0%D1%82%D0%BE%D0%B2_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B9_%D0%9C%D0%B8%D1%80%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Горбатов Валерій Миронович,Самовисування,,Автономна Республіка Крим,6.0,,1998-05-12,2002-05-14,,"Анато́лій Варфоломі́йович Раха́нський (нар. 30 червня 1939, місто Христинівка, Київська область) — український політичний діяч. Колишній народний депутат України.
","27 червня 1955(1955-06-27) (63 роки)Нечаяне, Миколаївський район, Миколаїв. обл., Українська РСР, СРСР",СРСР Україна,,"економіст, політик",Херсонський державний аграрний університет,,Трудова Україна,,,,,,,
1159,3,https://uk.wikipedia.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D1%87%D1%83%D0%BA_%D0%86%D0%B3%D0%BE%D1%80_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Франчук Ігор Анатолійович,Самовисування,,Автономна Республіка Крим,7.0,,1998-05-12,2002-05-14,,"Анато́лій Варфоломі́йович Раха́нський (нар. 30 червня 1939, місто Христинівка, Київська область) — український політичний діяч. Колишній народний депутат України.
","6 липня 1968(1968-07-06) (50 років)Красноярськ, Російська Радянська Федеративна Соціалістична Республіка, СРСР",СРСР Україна,,політик,"Російський економічний університет імені Плеханова, Північно-Кавказька академія державної служби і INSEAD",,,,,,,,,
1160,3,https://uk.wikipedia.org/wiki/%D0%A7%D1%83%D0%B1%D0%B0%D1%80%D0%BE%D0%B2_%D0%A0%D0%B5%D1%84%D0%B0%D1%82_%D0%90%D0%B1%D0%B4%D1%83%D1%80%D0%B0%D1%85%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Чубаров Рефат Абдурахманович,Самовисування,,Автономна Республіка Крим,8.0,,1998-05-12,2002-05-14,,"Рефа́т Абдурахма́нович Чуба́ров (крим. Refat Abdurahman oğlu Çubarov; нар. 22 вересня 1957, Самарканд, Узбецька РСР, СРСР) — український кримськотатарський політик і громадський діяч. Народний депутат України III—V скликань, та чинний депутат VIII скликання[1]. Голова Меджлісу кримськотатарського народу (з листопада 2013), заступник Голови Ради представників кримськотатарського народу (з 1999). З 2009 року — почесний професор Києво-Могилянської академії.
","22 вересня 1957(1957-09-22) (61 рік)Самарканд, Узбецька Радянська Соціалістична Республіка, СРСР",СРСР→ Україна,Кримський татарин,,,,,,,,,,,
1161,3,https://uk.wikipedia.org/wiki/%D0%A5%D0%BE%D1%80%D0%BE%D1%88%D0%BA%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Хорошковський Валерій Іванович,Самовисування,,Автономна Республіка Крим,9.0,,1998-05-12,2002-05-14,,"Рефа́т Абдурахма́нович Чуба́ров (крим. Refat Abdurahman oğlu Çubarov; нар. 22 вересня 1957, Самарканд, Узбецька РСР, СРСР) — український кримськотатарський політик і громадський діяч. Народний депутат України III—V скликань, та чинний депутат VIII скликання[1]. Голова Меджлісу кримськотатарського народу (з листопада 2013), заступник Голови Ради представників кримськотатарського народу (з 1999). З 2009 року — почесний професор Києво-Могилянської академії.
","1 січня 1969(1969-01-01) (49 років)Київ, Українська РСР, СРСР",СРСР→ Україна Монако,українець,,,Київський університетКиївський національний економічний університет імені Вадима Гетьмана,,,"сини Денис (1991) та Олександр (1997), дочка Катерина (2001)",,,,,
1162,3,https://uk.wikipedia.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D1%87%D1%83%D0%BA_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Франчук Анатолій Романович,Самовисування,,Автономна Республіка Крим,10.0,,1998-05-20,2002-05-14,,"Рефа́т Абдурахма́нович Чуба́ров (крим. Refat Abdurahman oğlu Çubarov; нар. 22 вересня 1957, Самарканд, Узбецька РСР, СРСР) — український кримськотатарський політик і громадський діяч. Народний депутат України III—V скликань, та чинний депутат VIII скликання[1]. Голова Меджлісу кримськотатарського народу (з листопада 2013), заступник Голови Ради представників кримськотатарського народу (з 1999). З 2009 року — почесний професор Києво-Могилянської академії.
","8 вересня 1935(1935-09-08) (83 роки)Володимирівка, Іллінецький район, Вінницька область, Українська СРР, СРСР",,,"економіст, політик",Krasnoyarsk State Technical University[d] і Північно-Кавказька академія державної служби,,,,Франчук Ігор Анатолійович,,,,,
1163,3,https://uk.wikipedia.org/wiki/%D0%9A%D0%B2%D1%8F%D1%82%D0%BA%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%86%D0%B3%D0%BE%D1%80_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,Квятковський Ігор Васильович,Народно-демократична партія,,Вінницька область,11.0,,1998-05-12,2002-05-14,,"Дружина Галина Дем'янівна (нар. 1952); син Дмитро (нар. 1981) і дочка Ганна (нар. 1986).
","9 квітня 1953(1953-04-09) (65 років)Чернятин, Жмеринський район, Вінницька область, Українська РСР, СРСР",Україна,,політик,ВНТУ,,Народно-демократична партія,,,,,,,
1164,3,https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D0%BE%D1%88%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Порошенко Петро Олексійович,Самовисування,,Вінницька область,12.0,,1998-05-12,2002-05-14,,"Петро́ Олексі́йович Пороше́нко (нар. 26 вересня 1965, Болград, УРСР) — український політик, державний діяч, п'ятий Президент України (з 7 червня 2014 року).
","26 вересня 1965(1965-09-26) (53 роки)Болград, Одеська область, Українська РСР",СРСР →  Україна,українець,,,,,,два сини та дві доньки,,,,УПЦ КП[1],
1165,3,https://uk.wikipedia.org/wiki/%D0%AE%D1%85%D0%BD%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Юхновський Олег Іванович,Самовисування,,Вінницька область,13.0,,1998-05-12,2002-05-14,,"Оле́г Іва́нович Юхно́вський (нар. 17 вересня 1962, село Коритувата, Козятинський район, Вінницька область) — український політик, громадський діяч, депутат Верховної Ради України 3-го та 4-го скликань, кандидат сільськогосподарських наук, Заслужений працівник сільського господарства України.  Голова Комітету підприємців АПК при ТПП України. Президент ВГО «Союз виробників харчової промисловості».
",,,,,,,,,,,,,,
1166,3,https://uk.wikipedia.org/wiki/%D0%A8%D0%BF%D0%B0%D0%BA_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Шпак Олександр Григорович,Самовисування,,Вінницька область,14.0,,1998-05-12,2002-05-14,,"Олександр Григорович Шпак (нар. 3 січня 1952 року в селище Рокитне Київської обл.) — український політик.
",3 січня 1952(1952-01-03) (66 років)селище Рокитне Київської області,Україна,,,,,,,Син: Максим (1981),,,,,
1167,3,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D1%81%D1%94%D0%BA%D0%B0_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Пасєка Микола Сергійович,Комуністична партія України,,Вінницька область,15.0,,1998-05-12,2002-05-14,,"Пасєка Микола Сергійович (нар. 18 травня 1946, Оратів) — український політик лівого спрямування. Агроном. Член КПУ; народний депутат України 3 скликання (1998—2002).
",,,,,,,,,,,,,,
1168,3,https://uk.wikipedia.org/wiki/%D0%A1%D0%BC%D1%96%D1%80%D0%BD%D0%BE%D0%B2_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4%D0%BE%D0%B2%D0%B8%D1%87,Смірнов Євген Леонідович,Самовисування,,Вінницька область,16.0,,1998-05-12,2002-05-14,,"Пасєка Микола Сергійович (нар. 18 травня 1946, Оратів) — український політик лівого спрямування. Агроном. Член КПУ; народний депутат України 3 скликання (1998—2002).
","9 січня 1947(1947-01-09)Тульчин, Вінницька область, Українська РСР, СРСР",СРСР Україна,,"політик, поет, письменник, депутат, юрист, музикознавець, режисер",Санкт-Петербурзька державна консерваторія імені Миколи Римського-Корсакова і Тбіліський державний університет,,Трудова Україна,,,,,,,6 травня 2003(2003-05-06) (56 років)
1169,3,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D0%B2%D1%96%D1%94%D0%BD%D0%BA%D0%BE_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Матвієнко Анатолій Сергійович,Народно-демократична партія,,Вінницька область,17.0,,1998-05-12,2002-05-14,,"Анато́лій Сергі́йович Матвіє́нко (нар. 22 березня 1953, Бершадь, Вінницька область, Українська РСР) — український політик. Кандидат політичних наук (2010). Екс-голова та екс-заступник голови партії Українська платформа «Собор».
","22 березня 1953(1953-03-22) (65 років)Бершадь, Вінницька область, УРСР",Україна,українець,,,,,,,,,,Українська Православна Церква (Московський Патріархат),
1170,3,https://uk.wikipedia.org/wiki/%D0%A1%D1%82%D0%BE%D1%8F%D0%BD_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Стоян Олександр Миколайович,Всеукраїнська партія трудящих,,Вінницька область,18.0,,1998-05-12,2002-05-14,,"Анато́лій Сергі́йович Матвіє́нко (нар. 22 березня 1953, Бершадь, Вінницька область, Українська РСР) — український політик. Кандидат політичних наук (2010). Екс-голова та екс-заступник голови партії Українська платформа «Собор».
","2 травня 1943(1943-05-02) (75 років)Дєдовськ, Істринський район, Московська область, Російська Радянська Федеративна Соціалістична Республіка, СРСР",СРСР Україна,,політик,Донецький державний університет,,Партія регіонів,,,,,,,
1171,3,https://uk.wikipedia.org/wiki/%D0%94%D1%96%D0%B1%D1%80%D0%BE%D0%B2%D0%B0_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B9_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Діброва Валерій Григорович,Блок «Національний фронт»,,Волинська область,19.0,,1998-05-12,2002-05-14,,"Анато́лій Сергі́йович Матвіє́нко (нар. 22 березня 1953, Бершадь, Вінницька область, Українська РСР) — український політик. Кандидат політичних наук (2010). Екс-голова та екс-заступник голови партії Українська платформа «Собор».
",18 червня 1953(1953-06-18) (65 років)с. Русів Володимир-Волинського району Волинської області,Україна,,політик,Львівський національний аграрний університет,,Єдиний Центр,,,,,,,
1172,3,https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D1%89%D1%83%D0%BA_%D0%9A%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B0_%D0%A2%D0%B8%D0%BC%D0%BE%D1%84%D1%96%D1%97%D0%B2%D0%BD%D0%B0,Ващук Катерина Тимофіївна,Аграрна партія України,,Волинська область,20.0,,1998-05-12,2002-05-14,,"Анато́лій Сергі́йович Матвіє́нко (нар. 22 березня 1953, Бершадь, Вінницька область, Українська РСР) — український політик. Кандидат політичних наук (2010). Екс-голова та екс-заступник голови партії Українська платформа «Собор».
","20 січня 1947(1947-01-20) (71 рік)с. Вербень, Млинівський район, Рівненська область",СРСР→ Україна,українка,"політик, економістка, шкільний учитель",Східноєвропейський національний університет імені Лесі Українки (1974) і Львівський національний аграрний університет,,безпартійна,,,,,,,
1173,3,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Мартиненко Микола Володимирович,Самовисування,,Волинська область,21.0,,1998-05-12,2002-05-14,,"Мико́ла Володи́мирович Марти́ненко (нар. 12 січня 1961, Світловодськ, Кіровоградська область, Українська РСР) — український політик. Народний депутат України. Член партії «Народний фронт».
","12 січня 1961(1961-01-12) (57 років)Світловодськ, Кіровоградська область, УРСР",СРСР→ Україна,українець,,,Харківський авіаційний інститут,,,,,,,,
1174,3,https://uk.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B8%D1%80%D0%B8%D0%B4%D0%B0_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Свирида Олександр Миколайович,Демократична партія України,,Волинська область,22.0,,1998-05-12,2002-05-14,,"Мико́ла Володи́мирович Марти́ненко (нар. 12 січня 1961, Світловодськ, Кіровоградська область, Українська РСР) — український політик. Народний депутат України. Член партії «Народний фронт».
",,,,,,,,,,,,,,
