,Rada,Deputy URL,Name,Party,Cirty or Region,Сonstituency,Сonstituency Number,List Number,Start Work,End Work,Rada Group,Bio Short,Born,Citizenship,Nationality,Activity,Alma mater,Освіта,Bio Party,Person Married,Child,Awards,Place living,Web Page,Religions,Died
3292,7,https://uk.wikipedia.org/wiki/%D0%9A%D1%80%D1%83%D0%B3%D0%BB%D0%BE%D0%B2_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Круглов Микола Петрович,Самовисування,,Миколаївська область,132.0,,2014-01-15,2014-11-27,,"Мико́ла Петро́вич Кругло́в (нар. 10 листопада 1950(19501110) року, с.Штукар, Веселинівський район, Миколаївська область) — народний депутат України 7-го скликання (округ № 132, з 15 січня 2014). Почесний громадянин Миколаєва. Голова Миколаївської обласної державної адміністрації у 2010–2014 роках. Член Партії регіонів (листопад 2000 — грудень 2014).
","10 листопада 1950(1950-11-10) (67 років)с.Штукар, Веселинівський район,Миколаївська область,  УРСР,  СРСР, тепер  Україна",Україна,,,,,,,,,,,,
3293,7,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D0%BA%D0%BE%D0%B2_%D0%86%D0%B3%D0%BE%D1%80_%D0%9E%D0%BB%D0%B5%D0%B3%D0%BE%D0%B2%D0%B8%D1%87,Марков Ігор Олегович,Самовисування,,Одеська область,133.0,,2012-12-12,2013-09-20,,"І́гор Оле́гович Ма́рков (нар. 18 січня 1973, Одеса) — колишній народний депутат України 7-го скликання (обраний по одномандатному округу № 133)[2], лідер партії «Родина».
","18 січня 1973(1973-01-18) (45 років)Одеса, Українська РСР, СРСР",українське,,політик,Одеський національний економічний університет,,Партія «Родина»,,,Орден Святого Рівноапостольного князя Володимира Великого Q18406891?,,igormarkov.od.ua,,
3294,7,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%BD%D0%B5%D0%B2%D0%B5%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%A0%D0%B0%D1%84%D0%B0%D1%97%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,Гриневецький Сергій Рафаїлович,Народна партія,,Одеська область,134.0,,2012-12-12,2014-11-27,,"І́гор Оле́гович Ма́рков (нар. 18 січня 1973, Одеса) — колишній народний депутат України 7-го скликання (обраний по одномандатному округу № 133)[2], лідер партії «Родина».
","25 вересня 1957(1957-09-25) (61 рік)с. Лужанка, Тарутинський район,  Одеська область УРСР,   СРСР",СРСР Україна,,політичний діяч,,,Народна партія,Ольга Андріївна,Донька Олена,,Одеса,,,
3295,7,https://uk.wikipedia.org/wiki/%D0%9A%D1%96%D0%B2%D0%B0%D0%BB%D0%BE%D0%B2_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,Ківалов Сергій Васильович,Партія регіонів,,Одеська область,135.0,,2012-12-12,2014-11-27,,"І́гор Оле́гович Ма́рков (нар. 18 січня 1973, Одеса) — колишній народний депутат України 7-го скликання (обраний по одномандатному округу № 133)[2], лідер партії «Родина».
","1 травня 1954(1954-05-01) (64 роки)Тирасполь, Молдавська РСР, СРСР",СРСР →  Україна,,політик,Уральський державний юридичний університет[d],,Опозиційний блок,,,,,,,
3296,7,https://uk.wikipedia.org/wiki/%D0%A2%D1%80%D1%83%D1%85%D0%B0%D0%BD%D0%BE%D0%B2_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D1%96%D0%B9_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4%D0%BE%D0%B2%D0%B8%D1%87,Труханов Геннадій Леонідович,Партія регіонів,,Одеська область,136.0,,2012-12-12,2014-11-27,,"Одружений. Має двох доньок — Катерина (нар. 1986) та Аліса (нар. 2000) та сина Андрія (нар. 2001).
","17 січня 1965(1965-01-17) (53 роки)Одеса, Українська РСР,  СРСР",Україна/ Росія[1],,,,,,,,,,,,
3297,7,https://uk.wikipedia.org/wiki/%D0%9A%D0%BB%D1%96%D0%BC%D0%BE%D0%B2_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,Клімов Леонід Михайлович,Партія регіонів,,Одеська область,137.0,,2012-12-12,2014-11-27,,"Одружений. Має двох доньок — Катерина (нар. 1986) та Аліса (нар. 2000) та сина Андрія (нар. 2001).
","31 березня 1953(1953-03-31) (65 років)Макіївка, Сталінська область, Українська РСР",Україна,,політик,Одеський національний економічний університет,,Партія регіонів і Партія «Відродження»[4],,,,,,,
3298,7,https://uk.wikipedia.org/wiki/%D0%A4%D1%83%D1%80%D1%81%D1%96%D0%BD_%D0%86%D0%B2%D0%B0%D0%BD_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Фурсін Іван Геннадійович,Партія регіонів,,Одеська область,138.0,,2012-12-12,2014-11-27,,"Одружений. Має двох доньок — Катерина (нар. 1986) та Аліса (нар. 2000) та сина Андрія (нар. 2001).
","16 вересня 1971(1971-09-16) (47 років)Київ, Українська РСР, СРСР",СРСР→ Україна,українець,підприємець,Київський державний економічний університет,,Партія регіонів,,дочка і син,,,,,
3299,7,https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%B5%D1%81%D0%BC%D0%B0%D0%BD_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%A1%D0%B5%D0%BC%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Пресман Олександр Семенович,Партія регіонів,,Одеська область,139.0,,2012-12-12,2014-11-27,,"Одружений. Має двох доньок — Катерина (нар. 1986) та Аліса (нар. 2000) та сина Андрія (нар. 2001).
","10 квітня 1961(1961-04-10) (57 років)Київ, Українська РСР, СРСР",СРСР   Україна,українець,політик,Київський національний університет будівництва і архітектури,,"Партія регіонів, «Відрождення»",,,,,,,
3300,7,https://uk.wikipedia.org/wiki/%D0%96%D0%B2%D0%B0%D0%BD%D1%96%D1%8F_%D0%94%D0%B0%D0%B2%D0%B8%D0%B4_%D0%92%D0%B0%D0%B6%D0%B0%D1%94%D0%B2%D0%B8%D1%87,Жванія Давид Важаєвич,Самовисування,,Одеська область,140.0,,2012-12-12,2014-11-27,,"Дави́д Важа́євич Жва́нія (нар. 20 липня 1967, Тбілісі, Грузинська РСР, СРСР) — український політик та підприємець грузинського походження.
","20 липня 1967(1967-07-20) (51 рік)Тбілісі, Грузинська РСР, СРСР",Україна,грузин,,,,,,,,,,Грузинська Православна Церква,
3301,7,https://uk.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B2%D1%96%D0%BD%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D1%96%D1%82%D0%B0%D0%BB%D1%96%D0%B9_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Барвіненко Віталій Дмитрович,Партія регіонів,,Одеська область,141.0,,2012-12-12,2014-11-27,,"Віта́лій Дми́трович Барві́ненко (нар. 3 червня 1981(19810603), м. Білгород-Дністровський, Одеської обл.) — ВР України, член парламентської групи «Економічний розвиток», член Комітету з питань законодавчого забезпечення правоохоронної діяльності (з грудня 2014).
",3 червня 1981(1981-06-03) (37 років)Білгород-Дністровський,Україна,,політик,Одеський національний університет імені І. І. Мечникова,,безпартійний,,,,,,,
3302,7,https://uk.wikipedia.org/wiki/%D0%9A%D1%96%D1%81%D1%81%D0%B5_%D0%90%D0%BD%D1%82%D0%BE%D0%BD_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Кіссе Антон Іванович,Самовисування,,Одеська область,142.0,,2012-12-12,2014-11-27,,"Анто́н Іва́нович Кіссе́ (нар. 10 жовтня 1958 року, с. Євгенівка Тарутинського району) — український політик, депутат Верховної Ради України, Президент Асоціації болгар України, громадський діяч. Дочка Анастасія — громадянка Болгарії.
",,,,,,"Південноукраїнський національний педагогічний університет імені К. Д. Ушинського
Одеський національний університет імені І. І. Мечникова

Національний університет «Одеська юридична академія»",безпартійний,,,,,,,
3303,7,https://uk.wikipedia.org/wiki/%D0%9A%D1%80%D1%83%D0%BA_%D0%AE%D1%80%D1%96%D0%B9_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87,Крук Юрій Борисович,Партія регіонів,,Одеська область,143.0,,2012-12-12,2014-11-27,,"Анто́н Іва́нович Кіссе́ (нар. 10 жовтня 1958 року, с. Євгенівка Тарутинського району) — український політик, депутат Верховної Ради України, Президент Асоціації болгар України, громадський діяч. Дочка Анастасія — громадянка Болгарії.
",2 червня 1941 (74 роки)м.Херсон,Україна,,політик,Одеський національний морський університет,,безпартійний,,,,,,,
3304,7,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BF%D0%BB%D1%96%D0%BD_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Каплін Сергій Миколайович,Партія «УДАР» Віталія Кличка,,Полтавська область,144.0,,2012-12-12,2014-11-27,,"Каплі́н Сергі́й Микола́йович (нар. 15 грудня 1979, Опришки, Глобинський район, Полтавська область, УРСР, СРСР) — український громадський діяч та політик. Лідер Соціал-демократичної партії (СДП).
","15 грудня 1979(1979-12-15) (38 років)Опришки, Глобинський район, Полтавська область, Українська РСР, СРСР",СРСР→ Україна,українець,політик,"""Національний університет харчових технологій"" (НУХТ)",,"Соціал-демократична партія, лідер

Блок Петра Порошенка",,,,Київ,sdpkaplin.org.ua/ua/,,
3305,7,https://uk.wikipedia.org/wiki/%D0%91%D1%83%D0%B1%D0%BB%D0%B8%D0%BA_%D0%AE%D1%80%D1%96%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,Бублик Юрій Васильович,ВО «Свобода»,,Полтавська область,145.0,,2012-12-12,2014-11-27,,"
 Бублик Юрій Васильович (нар. 1 грудня 1973, с. Новоселівка, Полтавський  район, Полтавська область) — український політик, громадський діяч, народний депутат України.
",1 грудня 1973(1973-12-01) (44 роки)м. Полтава,Україна,українець,політик,Полтавський сільськогосподарський інститут,,Всеукраїнське об'єднання «Свобода» і незалежний політик[2],Тетяна Іллівна Бублик,"доньки: Ганна, Анастасія та Єлизавета, сини: Степан та Михайло","Медаль ""За жертовність і любов до України"", почесна грамота за особисті заслуги перед Українським народом від голови Верховної ради України Володимира Гройсмана, Орден Святого Рівноапостольного князя Володимира Великого ІІ та ІІІ ступеня,","с. Ковалівка, Полтавський район, Полтавська область",facebook.com/bublyk.yurii,,
3306,7,https://uk.wikipedia.org/wiki/%D0%A8%D0%B0%D0%BF%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE%D0%B2_%D0%AE%D1%80%D1%96%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Шаповалов Юрій Анатолійович,Самовисування,,Полтавська область,146.0,,2012-12-12,2014-11-27,,"Юрій Анатолійович Шаповалов (нар. 14 березня 1972, м. Кременчук, Полтавська область) — український політик.
","14 березня 1972(1972-03-14) (46 років)Кременчук, Полтавська область",Україна,,,,,,,,,,,,
3307,7,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D1%96%D0%BD%D1%96%D1%87_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Кулініч Олег Іванович,Самовисування,,Полтавська область,147.0,,2012-12-12,2014-11-27,,"Олег Іванович Кулініч (нар. 25 листопада 1966(19661125), м. Зіньків, Полтавська область) — український політик, народний депутат VII і VIII скликань.
",25 листопада 1966(1966-11-25) (51 рік)ЗіньківПолтавська область,Україна,українець,політик,Полтавський кооперативний інститут,,Партія «Відродження»[2],,,,,,,
3308,7,https://uk.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%BE%D0%B2%D0%B8%D1%87,Пилипенко Володимир Пилипович,Самовисування,,Полтавська область,148.0,,2012-12-12,2014-11-27,,"Олег Іванович Кулініч (нар. 25 листопада 1966(19661125), м. Зіньків, Полтавська область) — український політик, народний депутат VII і VIII скликань.
",27 липня 1977(1977-07-27) (41 рік)місто Львів,Україна,українець,"політик, юрист, адвокат",Львівський національний університет імені Івана Франка,,безпартійний,,,,,,,
3309,7,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D0%BB%D1%8E%D0%BA_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Лелюк Олексій Володимирович,Партія регіонів,,Полтавська область,149.0,,2012-12-12,2014-11-27,,"Олексій Володимирович Лелюк (нар. 30 листопада 1969, Харків) — депутат ВР України кількох скликань, Голова Державного агентства резерву України (грудень 2010 — листопад 2012); член фракції Партії регіонів (з 11.2007), Був членом Комітету з питань фінансів і банківської діяльності (з 12.2007); голова Полтавського регіонального відділення Партії регіонів (з 12.2003). 28 жовтня 2012 року обраний народним депутатом України VII скликання по одномандатному виборчому округу № 149 (Полтавська область) як кандидат від Партії регіонів[2]. Член комітету ВР з питань паливно-енергетичного комплексу, ядерної політики і ядерної безпеки.
",30 листопада 1969(1969-11-30) (48 років)м.Харків,Україна,українець,,,,,,,,,,,
3310,7,https://uk.wikipedia.org/wiki/%D0%96%D0%B5%D0%B2%D0%B0%D0%B3%D0%BE_%D0%9A%D0%BE%D1%81%D1%82%D1%8F%D0%BD%D1%82%D0%B8%D0%BD_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Жеваго Костянтин Валентинович,Самовисування,,Полтавська область,150.0,,2012-12-12,2014-11-27,,"Костянти́н Валенти́нович Жева́го (нар. 7 січня 1974, селище Іультин, Чукотський автономний округ, Магаданська область, РРФСР) — український бізнесмен та політик. Народний депутат України.
","7 січня 1974(1974-01-07) (44 роки)селище Іультин, Чукотський автономний округ, Магаданська область,  РРФСР, тепер  Росія",Україна,українець,"політик, бізнесмен (ФПГ «Фінанси та кредит»)",Київський державний економічний університет,,безпартійний,Аліна Володимирівна,"Іван, Софія",,,,,
3311,7,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%82%D0%BE%D0%B2%D0%B8%D0%B9_%D0%A2%D0%B0%D1%80%D0%B0%D1%81_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Кутовий Тарас Вікторович,Партія «УДАР» Віталія Кличка,,Полтавська область,151.0,,2012-12-12,2014-11-27,,"Тарас Вікторович Кутовий (нар. 25 лютого 1976, Київ) — український політик. Народний депутат України VII та VIII скликань. Міністр аграрної політики та продовольства України в уряді Володимира Гройсмана
",25 лютого 1976(1976-02-25) (42 роки)Київ,Україна,українець,Міністр аграрної політики і продовольства України,Київський національний економічний університет імені Вадима Гетьмана і Міжнародний інститут менеджменту,,Блок Петра Порошенка,,,,,kutoviy.com,,
3312,7,https://uk.wikipedia.org/wiki/%D0%9E%D1%81%D1%83%D1%85%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Осуховський Олег Іванович,ВО «Свобода»,,Рівненська область,152.0,,2012-12-12,2014-11-27,,"Оле́г Іва́нович Осуховський (нар. 18 червня 1978, с. Великосілки, Кам'янка-Бузький район Львівська область) — громадсько-політичний і державний діяч. Народний депутат України VII та VIII скликань.
","18 червня 1978(1978-06-18) (40 років)с. Великосілки, Кам'янка-Бузький район, Львівська область, Українська РСР, СРСР",Україна,українець,"громадський діяч, політик",Львівський національний університет імені Івана Франка,,Всеукраїнське об'єднання «Свобода»,,дві доньки,Іменна вогнепальна зброя (Україна),м. Рівне,vk.com/osuhovskiy,,
3313,7,https://uk.wikipedia.org/wiki/%D0%92%D0%BE%D0%B7%D0%BD%D1%8E%D0%BA_%D0%AE%D1%80%D1%96%D0%B9_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Вознюк Юрій Володимирович,ВО «Батьківщина»,,Рівненська область,153.0,,2012-12-12,2014-11-27,,"Юрій Володимирович Вознюк (нар. 31 січня 1980 р., м. Луцьк, Волинська область) — український політик, Народний депутат України VII та VIII скликань.
","31 січня 1980(1980-01-31) (38 років)Луцьк, Волинська область, Українська РСР, СРСР",Україна,українець,політик,Міжнародний економіко-гуманітарний університет імені академіка Степана Дем'янчука,,Народний фронт  ВО «Батьківщина»,,,,,,,
3314,7,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D1%8E%D0%BA_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Королюк Валентин Анатолійович,ВО «Батьківщина»,,Рівненська область,154.0,,2012-12-12,2014-11-27,,"Валенти́н Анато́лійович Королю́к (нар. 18 листопада 1963, село Тучин, Гощанський район, Рівненська область) — український політик. Народний депутат України. Член партії Народний рух України з 1999 по 2013 роки, член Центрального проводу НРУ, голова Рівненської обласної організації НРУ з червня 2002 по червень 2013 рр. З червня 2013 року — член партії Всеукраїнське об'єднання «Батьківщина», входить до Політради.[2]
","18 листопада 1963(1963-11-18) (54 роки)село Тучин, Гощанський район, Рівненська область",Україна,українець,політик,Міжрегіональна академія управління персоналом,,,,,,,,,
3315,7,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D1%80%D0%BE%D0%BA%D0%B0_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Сорока Микола Петрович,Партія регіонів,,Рівненська область,155.0,,2012-12-12,2014-11-27,,"Валенти́н Анато́лійович Королю́к (нар. 18 листопада 1963, село Тучин, Гощанський район, Рівненська область) — український політик. Народний депутат України. Член партії Народний рух України з 1999 по 2013 роки, член Центрального проводу НРУ, голова Рівненської обласної організації НРУ з червня 2002 по червень 2013 рр. З червня 2013 року — член партії Всеукраїнське об'єднання «Батьківщина», входить до Політради.[2]
","5 серпня 1952(1952-08-05) (66 років)
с. Повчине
Новоград-Волинського району

Житомирської області","СРСР,  Україна",Українець,політик,,,Партія регіонів,,,,,,,
3316,7,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%87%D0%B5%D1%80%D1%83%D0%BA_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%93%D0%B5%D1%80%D0%B0%D1%81%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,Кучерук Микола Герасимович,ВО «Батьківщина»,,Рівненська область,156.0,,2012-12-12,2014-11-27,,"Валенти́н Анато́лійович Королю́к (нар. 18 листопада 1963, село Тучин, Гощанський район, Рівненська область) — український політик. Народний депутат України. Член партії Народний рух України з 1999 по 2013 роки, член Центрального проводу НРУ, голова Рівненської обласної організації НРУ з червня 2002 по червень 2013 рр. З червня 2013 року — член партії Всеукраїнське об'єднання «Батьківщина», входить до Політради.[2]
","29 травня 1960(1960-05-29) (58 років)село Дермань, Здолбунівський район, Рівненська область",Україна,українець,політик,"""Національний університет харчових технологій"" (НУХТ)",,ВО «Батьківщина»,,,,,kucheruk.org,,
3317,7,https://uk.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B4%D1%83%D0%BD%D0%B8%D1%86%D1%8F_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%92%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87,Медуниця Олег Вячеславович,ВО «Батьківщина»,,Сумська область,157.0,,2012-12-12,2014-11-27,,"Олег Вячеславович Медуниця (нар. 27 липня 1971, місто Суми) — український політик. Народний депутат України.
","27 липня 1971(1971-07-27) (47 років)Суми, Українська РСР, СРСР",Україна,українець,політик,Національна академія державного управління при Президентові України (НАДУ),,"""За Україну""",,,,,medunytsya.in.ua/index.php,,
3318,7,https://uk.wikipedia.org/wiki/%D0%92%D0%BE%D0%BB%D0%BA%D0%BE%D0%B2_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,Волков Олександр Михайлович,Самовисування,,Сумська область,158.0,,2012-12-12,2014-11-27,,"Олекса́ндр Миха́йлович Во́лков  (нар. 30 квітня 1948, місто Київ) — український підприємець, політик і футбольний функціонер. Кандидат політичних наук; президент Інституту політичного аналізу та соціального прогнозу.
",30 квітня 1948(1948-04-30) (70 років)місто Київ,Україна,росіянин,"політик, підприємець",КНТЕУ (1972),,"Всеукраїнське об'єднання «Батьківщина», Партія регіонів і КПРС",,,,,,,
3319,7,https://uk.wikipedia.org/wiki/%D0%94%D0%B5%D1%80%D0%BA%D0%B0%D1%87_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4%D0%BE%D0%B2%D0%B8%D1%87,Деркач Андрій Леонідович,Партія регіонів,,Сумська область,159.0,,2012-12-12,2014-11-27,,"Андрі́й Леоні́дович Де́ркач  (нар. 19 серпня 1967, Дніпропетровськ) — український політик. Почесний громадянин міста Глухова.
","19 серпня 1967(1967-08-19) (51 рік)Дніпропетровськ, Українська РСР, СРСР",СРСР Україна,,Народний депутат України,Харківське вище військове командно-інженерне училище,,Позафракційний народний депутат,,Терехова Тетяна Андріївна,,,derkach.com.ua,,
3320,7,https://uk.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%BA_%D0%86%D0%B3%D0%BE%D1%80_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Молоток Ігор Федорович,Самовисування,,Сумська область,160.0,,2012-12-12,2014-11-27,,"Андрі́й Леоні́дович Де́ркач  (нар. 19 серпня 1967, Дніпропетровськ) — український політик. Почесний громадянин міста Глухова.
",4 червня 1967(1967-06-04) (51 рік)м.Шостка Сумської області,Україна,українець,Народний депутат України 8-го скликання,Сумський державний університет,,Член депутатської групи «Воля народу»,,,,,molotok.sumy.ua,,
3321,7,https://uk.wikipedia.org/wiki/%D0%A8%D1%83%D0%BB%D1%8C%D0%B3%D0%B0_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Шульга Володимир Петрович,ВО «Батьківщина»,,Сумська область,161.0,,2012-12-12,2014-11-27,,"Володи́мир Петро́вич Шульга́ (нар. 29 березня 1973, м. Одеса) — український політик. Народний депутат України. З 2 березня 2014 по 16 вересня 2014 року — голова Сумської ОДА[1]. Державний службовець 1-го рангу. З 2015-го року і по теперішній час -  проректор Національний авіаційний університет.
",29 березня 1973(1973-03-29) (45 років) м. Одеса,СРСР → Україна,Українець,,,,,,,,,,,
3322,7,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BF%D1%80%D0%B5%D0%B9%D1%87%D0%B8%D0%BA_%D0%86%D1%80%D0%B8%D0%BD%D0%B0_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D1%97%D0%B2%D0%BD%D0%B0,Купрейчик Ірина Валеріївна,ВО «Батьківщина»,,Сумська область,162.0,,2012-12-12,2014-11-27,,"Ірина Валеріївна Купрейчик (нар. 12 червня 1971, м. Чернігів) — український політик. Колишній народний депутат України. Була членом партії Всеукраїнське об'єднання «Батьківщина», входила до Політради.[2]
",12 червня 1971(1971-06-12) (47 років)м. Чернігів,Україна,,політик,Харківський національний університет радіоелектроніки,,Всеукраїнське об'єднання «Батьківщина»,,,,,,,
3323,7,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B9%D0%B4%D0%B0_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Кайда Олексій Петрович,ВО «Свобода»,,Тернопільська область,163.0,,2012-12-12,2014-11-27,,"Ірина Валеріївна Купрейчик (нар. 12 червня 1971, м. Чернігів) — український політик. Колишній народний депутат України. Була членом партії Всеукраїнське об'єднання «Батьківщина», входила до Політради.[2]
","27 лютого 1971(1971-02-27) (47 років)Бердянськ, Запорізька область, Українська РСР,  СРСР",,Українець,,,,,,,,,,Православний,
3324,7,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D0%BB%D0%BE%D0%B2%D0%BA%D0%BE_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%99%D0%BE%D1%81%D0%B8%D1%84%D0%BE%D0%B2%D0%B8%D1%87,Головко Михайло Йосифович,ВО «Свобода»,,Тернопільська область,164.0,,2012-12-12,2014-11-27,,"Миха́йло Йо́сифович Головко́ (нар. 3 травня 1983(19830503), с. Токи, Підволочиський район, Тернопільська область[1]) — український громадський і політичний діяч, член політради ВО «Свобода», кандидат економічних наук.
","3 травня 1983(1983-05-03) (35 років)Токи, Підволочиський район, Тернопільська область, Українська РСР, СРСР",Україна,,політик,Тернопільський національний економічний університет,,ВО «Свобода»,Головко (Шевчук) Мар'яна,"Гордій, Лук'ян, Богдан",,Тернопіль,golovko.info,,
3325,7,https://uk.wikipedia.org/wiki/%D0%91%D0%BE%D0%B9%D0%BA%D0%BE_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Бойко Володимир Богданович,ВО «Батьківщина»,,Тернопільська область,165.0,,2012-12-12,2014-11-27,,"Одружений. Разом з дружиною Ольгою виховує сина Ярослава (нар. 2006 року народження) і доньку Анну-Марію (нар. 2009).
",16 лютого 1985(1985-02-16) (33 роки)Тернопіль,Україна,українець,політик,Тернопільська загальноосвітня школа № 16 імені Володимира Левицького,,,,,,,,,
